augmentation_method,source_cluster,source_segment_id,source_segment_id_2,source_profile_id,lam,duration_s,n_samples_original,augmentation_ratio,cluster_ratio,is_synthetic,variant,split,segment_id,length_reconstructed
jitter,1,48_262,,48,,215.0,430,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00218,False
jitter,1,57_516,,57,,120.0,240,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00219,False
jitter,1,11_44,,11,,198.5,397,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00220,False
jitter,1,68_816,,68,,125.0,250,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00221,False
jitter,1,70_880,,70,,185.0,370,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00222,False
jitter,1,36_140,,36,,395.0,790,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00223,False
jitter,1,4_9,,4,,785.0,1570,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00224,False
jitter,1,79_1064,,79,,950.0,1900,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00225,False
jitter,1,51_331,,51,,150.0,300,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00226,False
jitter,1,57_508,,57,,200.0,400,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00227,False
jitter,1,76_1023,,76,,1090.0,2180,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00228,False
jitter,1,50_309,,50,,180.0,360,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00229,False
jitter,1,41_157,,41,,490.0,980,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00230,False
jitter,1,48_244,,48,,395.0,790,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00231,False
jitter,1,4_11,,4,,3542.0,7084,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00232,False
jitter,1,72_924,,72,,155.5,311,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00233,False
jitter,1,10_36,,10,,855.0,1710,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00234,False
jitter,1,17_55,,17,,4275.0,8550,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00235,False
jitter,1,21_80,,21,,5315.5,10631,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00236,False
jitter,1,17_56,,17,,3707.0,7414,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00237,False
jitter,1,66_781,,66,,410.0,820,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00238,False
jitter,1,53_359,,53,,130.0,260,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00239,False
jitter,1,66_792,,66,,1088.0,2176,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00240,False
jitter,1,66_786,,66,,160.0,320,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00241,False
jitter,1,41_164,,41,,470.0,940,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00242,False
jitter,1,48_258,,48,,120.0,240,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00243,False
jitter,1,57_509,,57,,245.0,490,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00244,False
jitter,1,50_309,,50,,180.0,360,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00245,False
jitter,1,41_165,,41,,410.0,820,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00246,False
jitter,1,11_44,,11,,198.5,397,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00247,False
jitter,1,49_282,,49,,175.0,350,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00248,False
jitter,1,79_1060,,79,,935.0,1870,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00249,False
jitter,1,66_786,,66,,160.0,320,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00250,False
jitter,1,72_923,,72,,290.0,580,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00251,False
jitter,1,48_234,,48,,245.0,490,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00252,False
jitter,1,61_652,,61,,255.0,510,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00253,False
jitter,1,50_316,,50,,235.0,470,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00254,False
jitter,1,57_503,,57,,325.0,650,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00255,False
jitter,1,66_785,,66,,470.0,940,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00256,False
jitter,1,4_11,,4,,3542.0,7084,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00257,False
jitter,1,41_164,,41,,470.0,940,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00258,False
jitter,1,57_504,,57,,125.0,250,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00259,False
jitter,1,73_952,,73,,135.0,270,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00260,False
jitter,1,48_254,,48,,140.0,280,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00261,False
jitter,1,68_816,,68,,125.0,250,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00262,False
jitter,1,66_775,,66,,365.0,730,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00263,False
jitter,1,27_101,,27,,2010.5,4021,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00264,False
jitter,1,50_308,,50,,135.0,270,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00265,False
jitter,1,49_295,,49,,160.0,320,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00266,False
jitter,1,55_410,,55,,165.0,330,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00267,False
jitter,1,48_253,,48,,120.0,240,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00268,False
jitter,1,48_266,,48,,130.0,260,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00269,False
jitter,1,41_163,,41,,1700.0,3400,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00270,False
jitter,1,68_843,,68,,170.0,340,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00271,False
jitter,1,21_79,,21,,3345.0,6690,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00272,False
interpolation,1,41_159,72_917,41,0.2987546920776367,300.60150146484375,1050,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00273,False
interpolation,1,55_418,68_843,55,0.31129929423332214,159.10451963543892,270,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00274,False
interpolation,1,66_764,72_913,66,0.6733424663543701,302.9350686073303,730,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00275,False
interpolation,1,62_662,79_1043,62,0.6175097823143005,170.0,340,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00276,False
interpolation,1,57_509,57_508,57,0.581096351146698,226.1493358016014,490,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00277,False
interpolation,1,57_503,42_180,57,0.559537947177887,426.306272149086,650,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00278,False
interpolation,1,48_258,48_249,48,0.6534165143966675,163.32293570041656,240,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00279,False
interpolation,1,48_265,48_266,48,0.34153327345848083,140.24599432945251,320,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00280,False
interpolation,1,50_305,50_306,50,0.4766068160533905,256.9588802754879,650,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00281,False
interpolation,1,48_231,48_250,48,0.3652409315109253,237.6951813697815,450,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00282,False
interpolation,1,10_30,5_12,10,0.6890987157821655,1073.3768141269684,300,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00283,False
interpolation,1,61_652,48_280,61,0.34138402342796326,236.22943791747093,510,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00284,False
interpolation,1,57_502,49_295,57,0.5698465704917908,160.0,320,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00285,False
interpolation,1,80_1096,79_1060,80,0.2501688003540039,736.1158037185669,280,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00286,False
interpolation,1,49_301,48_272,49,0.3204139471054077,216.70555651187897,780,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00287,False
interpolation,1,27_92,7_25,27,0.5097228288650513,1172.8144313693047,2100,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00288,False
interpolation,1,50_309,48_237,50,0.39946675300598145,186.00533246994019,360,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00289,False
interpolation,1,41_154,41_153,41,0.36156442761421204,295.0323708355427,290,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00290,False
interpolation,1,63_695,79_1075,63,0.6466884613037109,505.216854095459,260,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00291,False
interpolation,1,57_521,48_254,57,0.6303337216377258,136.84833139181137,270,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00292,False
interpolation,1,7_25,16_54,7,0.551382303237915,2239.0082216262817,2601,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00293,False
interpolation,1,27_92,29_111,27,0.40146592259407043,1041.0220196843147,2100,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00294,False
interpolation,1,79_1069,48_265,79,0.7467657327651978,779.8155581951141,1980,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00295,False
interpolation,1,36_141,36_143,36,0.4375270903110504,1365.3113222122192,2680,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00296,False
interpolation,1,72_924,81_1110,72,0.40710684657096863,134.4522894769907,311,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00297,False
interpolation,1,36_151,36_149,36,0.6184816360473633,701.7900204658508,499,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00298,False
interpolation,1,50_320,42_172,50,0.5879669785499573,401.27172261476517,510,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00299,False
interpolation,1,63_695,66_767,63,0.37004974484443665,237.0915523171425,260,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00300,False
interpolation,1,81_1114,62_671,81,0.4742904007434845,175.25710135698318,340,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00301,False
interpolation,1,36_150,32_129,36,0.44863995909690857,492.40959867835045,450,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00302,False
interpolation,1,30_115,36_142,30,0.7161887884140015,1207.9408824443817,3080,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00303,False
interpolation,1,63_696,66_764,63,0.3407950699329376,301.9529229402542,360,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00304,False
interpolation,1,62_662,79_1043,62,0.42041918635368347,169.9999949336052,340,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00305,False
interpolation,1,49_302,48_277,49,0.5282625555992126,220.25891989469528,566,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00306,False
interpolation,1,36_140,36_146,36,0.6604166626930237,374.6249997615814,790,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00307,False
interpolation,1,41_162,42_177,41,0.39745593070983887,846.4550268650055,530,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00308,False
interpolation,1,70_880,70_866,70,0.7475861310958862,186.26206934452057,370,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00309,False
interpolation,1,63_687,57_509,63,0.7276288866996765,310.4865998029709,670,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00310,False
interpolation,1,27_89,29_112,27,0.7491334676742554,1149.7227096557617,2460,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00311,False
interpolation,1,55_418,57_497,55,0.36589959263801575,169.8755280673504,270,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00312,False
interpolation,1,48_243,48_238,48,0.7401747107505798,159.2903909087181,290,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00313,False
interpolation,1,32_136,30_118,32,0.5148178935050964,1520.0889751315117,1900,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00314,False
interpolation,1,7_25,10_37,7,0.274889200925827,520.6433288902044,2601,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00315,False
interpolation,1,70_866,73_953,70,0.47435638308525085,711.9640763401985,380,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00316,False
interpolation,1,48_251,48_253,48,0.5276546478271484,222.89265632629395,630,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00317,False
interpolation,1,29_107,41_167,29,0.6525819301605225,1034.1079938411713,2030,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00318,False
interpolation,1,57_512,48_236,57,0.5124478340148926,252.6867175102234,520,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00319,False
interpolation,1,53_359,50_319,53,0.30537644028663635,157.78494745492935,260,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00320,False
interpolation,1,48_275,48_274,48,0.4038875699043274,195.5831354856491,570,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00321,False
interpolation,1,53_359,49_297,53,0.30986183881759644,157.60552644729614,260,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00322,False
interpolation,1,78_1036,79_1060,78,0.2907520532608032,935.0,1870,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00323,False
interpolation,1,42_170,42_169,42,0.5444164276123047,528.8387966156006,880,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00324,False
interpolation,1,61_640,63_697,61,0.45418277382850647,246.35457634925842,520,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00325,False
interpolation,1,49_284,50_308,49,0.574420690536499,169.46524143218994,390,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00326,False
interpolation,1,29_111,29_114,29,0.6800175905227661,852.2900441884995,2070,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00327,False
interpolation,1,63_684,72_908,63,0.39326292276382446,125.0,250,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00328,False
interpolation,1,66_781,4_10,66,0.42948344349861145,1006.1898449063301,820,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00329,False
interpolation,1,48_242,49_294,48,0.7424827218055725,257.2744816541672,530,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00330,False
interpolation,1,49_287,50_309,49,0.7408028841018677,180.0,360,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00331,False
interpolation,1,32_130,21_79,32,0.7493570446968079,2269.6726408600807,3820,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00332,False
interpolation,1,8_27,5_13,8,0.45889532566070557,4377.022000610828,8997,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00333,False
interpolation,1,42_172,42_168,42,0.26164543628692627,646.9177281856537,1220,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00334,False
interpolation,1,36_144,36_140,36,0.6821485757827759,357.4818283319473,680,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00335,False
interpolation,1,42_169,57_509,42,0.3138631582260132,367.40663170814514,1270,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00336,False
interpolation,1,49_281,49_282,49,0.7169983983039856,153.49004805088043,290,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00337,False
interpolation,1,48_239,48_242,48,0.7450434565544128,417.73390859365463,940,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00338,False
interpolation,1,27_88,30_116,27,0.5754891037940979,1348.285351395607,1890,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00339,False
interpolation,1,27_101,29_114,27,0.3025248348712921,931.8546709567308,4021,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00340,False
interpolation,1,76_1014,61_647,76,0.6479267477989197,1370.2531078457832,2230,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00341,False
interpolation,1,48_265,48_264,48,0.606419026851654,232.812480032444,320,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00342,False
interpolation,1,48_250,50_308,48,0.7314320802688599,215.45752882957458,490,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00343,False
interpolation,1,27_98,50_319,27,0.5256741046905518,945.3693044185638,3290,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00344,False
interpolation,1,27_91,29_107,27,0.6028895378112793,1159.693489074707,2510,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00345,False
interpolation,1,80_1103,76_1010,80,0.6381190419197083,1162.989095568657,2284,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00346,False
interpolation,1,4_11,70_886,4,0.4331490397453308,2692.573836058378,7084,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00347,False
interpolation,1,27_101,70_886,27,0.6261480450630188,2022.8371145129204,4021,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00348,False
interpolation,1,57_523,57_522,57,0.3920958638191223,321.9604793190956,650,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00349,False
interpolation,1,72_911,66_764,72,0.6525253057479858,254.0706980228424,390,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00350,False
interpolation,1,36_142,29_102,36,0.451637327671051,468.7052810192108,740,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00351,False
interpolation,1,48_259,48_258,48,0.5817087888717651,149.08543944358826,340,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00352,False
interpolation,1,29_104,32_130,29,0.2887634038925171,1637.1185833215714,1930,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00353,False
interpolation,1,48_231,48_232,48,0.5121361017227173,227.4393194913864,450,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00354,False
interpolation,1,48_242,48_239,48,0.6195383071899414,342.994647026062,530,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00355,False
interpolation,1,66_765,63_698,66,0.4035928547382355,233.79881250858307,600,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00356,False
interpolation,1,36_138,36_140,36,0.38737842440605164,402.7475567162037,830,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00357,False
interpolation,1,66_786,48_252,66,0.5736044049263,155.736044049263,320,0.5,0.49076517150395776,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r50_00358,False
