profile_id,segment_id,start_sample,end_sample,row,split,in_train
66,66_782,29440,29680,782,train,True
66,66_783,29680,30110,783,train,True
66,66_784,30110,30550,784,train,True
66,66_785,30550,31490,785,train,True
66,66_786,31490,31810,786,train,True
66,66_787,31810,32110,787,train,True
66,66_788,32110,32460,788,train,True
66,66_789,32460,32820,789,train,True
66,66_790,32820,33200,790,train,True
66,66_791,33200,34300,791,train,True
66,66_792,34300,36476,792,train,True
67,67_793,0,450,793,val,False
67,67_794,450,1560,794,val,False
67,67_795,1560,1820,795,val,False
67,67_796,1820,2160,796,val,False
67,67_797,2160,2580,797,val,False
67,67_798,2580,2820,798,val,False
67,67_799,2820,3290,799,val,False
67,67_800,3290,4410,800,val,False
67,67_801,4410,4720,801,val,False
67,67_802,4720,5380,802,val,False
67,67_803,5380,5820,803,val,False
67,67_804,5820,6120,804,val,False
67,67_805,6120,6460,805,val,False
67,67_806,6460,6880,806,val,False
67,67_807,6880,7270,807,val,False
67,67_808,7270,11135,808,val,False
68,68_809,0,280,809,train,True
68,68_810,280,520,810,train,True
68,68_811,520,1260,811,train,True
68,68_812,1260,1600,812,train,True
68,68_813,1600,2250,813,train,True
68,68_814,2250,2520,814,train,True
68,68_815,2520,2830,815,train,True
68,68_816,2830,3080,816,train,True
68,68_817,3080,4030,817,train,True
68,68_818,4030,4520,818,train,True
68,68_819,4520,5530,819,train,True
68,68_820,5530,5790,820,train,True
68,68_821,5790,6330,821,train,True
68,68_822,6330,7850,822,train,True
68,68_823,7850,8150,823,train,True
68,68_824,8150,8820,824,train,True
68,68_825,8820,9150,825,train,True
68,68_826,9150,9560,826,train,True
68,68_827,9560,10380,827,train,True
68,68_828,10380,11100,828,train,True
68,68_829,11100,11350,829,train,True
68,68_830,11350,12050,830,train,True
68,68_831,12050,12530,831,train,True
68,68_832,12530,13120,832,train,True
68,68_833,13120,13360,833,train,True
68,68_834,13360,14310,834,train,True
68,68_835,14310,15340,835,train,True
68,68_836,15340,15610,836,train,True
68,68_837,15610,16420,837,train,True
68,68_838,16420,16880,838,train,True
68,68_839,16880,17620,839,train,True
68,68_840,17620,17970,840,train,True
68,68_841,17970,19180,841,train,True
68,68_842,19180,21370,842,train,True
68,68_843,21370,21710,843,train,True
68,68_844,21710,23331,844,train,True
69,69_845,0,700,845,val,False
69,69_846,700,1520,846,val,False
69,69_847,1520,1780,847,val,False
69,69_848,1780,4350,848,val,False
69,69_849,4350,5000,849,val,False
69,69_850,5000,5900,850,val,False
69,69_851,5900,6200,851,val,False
69,69_852,6200,6450,852,val,False
69,69_853,6450,6870,853,val,False
69,69_854,6870,7690,854,val,False
69,69_855,7690,7930,855,val,False
69,69_856,7930,8380,856,val,False
69,69_857,8380,9020,857,val,False
69,69_858,9020,9300,858,val,False
69,69_859,9300,9790,859,val,False
69,69_860,9790,13010,860,val,False
69,69_861,13010,13250,861,val,False
69,69_862,13250,14410,862,val,False
69,69_863,14410,15350,863,val,False
70,70_864,0,1620,864,train,True
70,70_865,1620,1860,865,train,True
70,70_866,1860,2240,866,train,True
70,70_867,2240,2590,867,train,True
70,70_868,2590,3040,868,train,True
70,70_869,3040,3650,869,train,True
70,70_870,3650,3940,870,train,True
70,70_871,3940,4180,871,train,True
70,70_872,4180,5540,872,train,True
70,70_873,5540,5890,873,train,True
70,70_874,5890,6370,874,train,True
70,70_875,6370,6950,875,train,True
70,70_876,6950,8120,876,train,True
70,70_877,8120,15370,877,train,True
70,70_878,15370,15610,878,train,True
70,70_879,15610,16220,879,train,True
70,70_880,16220,16590,880,train,True
70,70_881,16590,17130,881,train,True
70,70_882,17130,18500,882,train,True
70,70_883,18500,18850,883,train,True
70,70_884,18850,19810,884,train,True
70,70_885,19810,21590,885,train,True
70,70_886,21590,25677,886,train,True
71,71_887,0,300,887,val,False
71,71_888,300,1840,888,val,False
71,71_889,1840,2160,889,val,False
71,71_890,2160,4800,890,val,False
71,71_891,4800,5270,891,val,False
71,71_892,5270,5630,892,val,False
71,71_893,5630,5970,893,val,False
71,71_894,5970,6600,894,val,False
71,71_895,6600,7410,895,val,False
71,71_896,7410,7830,896,val,False
71,71_897,7830,8890,897,val,False
71,71_898,8890,9200,898,val,False
71,71_899,9200,9950,899,val,False
71,71_900,9950,10690,900,val,False
71,71_901,10690,10930,901,val,False
71,71_902,10930,11640,902,val,False
71,71_903,11640,12110,903,val,False
71,71_904,12110,13760,904,val,False
71,71_905,13760,14000,905,val,False
71,71_906,14000,14240,906,val,False
71,71_907,14240,14656,907,val,False
72,72_908,0,250,908,train,True
72,72_909,250,1870,909,train,True
72,72_910,1870,2530,910,train,True
72,72_911,2530,2920,911,train,True
72,72_912,2920,3230,912,train,True
72,72_913,3230,3580,913,train,True
72,72_914,3580,3850,914,train,True
72,72_915,3850,4740,915,train,True
72,72_916,4740,5100,916,train,True
72,72_917,5100,5510,917,train,True
72,72_918,5510,6080,918,train,True
72,72_919,6080,7750,919,train,True
72,72_920,7750,8210,920,train,True
72,72_921,8210,9800,921,train,True
72,72_922,9800,14410,922,train,True
72,72_923,14410,14990,923,train,True
72,72_924,14990,15301,924,train,True
73,73_925,0,310,925,train,True
73,73_926,310,1760,926,train,True
73,73_927,1760,2170,927,train,True
73,73_928,2170,2650,928,train,True
73,73_929,2650,3160,929,train,True
73,73_930,3160,3460,930,train,True
73,73_931,3460,4280,931,train,True
73,73_932,4280,4810,932,train,True
73,73_933,4810,5110,933,train,True
73,73_934,5110,7090,934,train,True
73,73_935,7090,7450,935,train,True
73,73_936,7450,7690,936,train,True
73,73_937,7690,8140,937,train,True
73,73_938,8140,8420,938,train,True
73,73_939,8420,8670,939,train,True
73,73_940,8670,9080,940,train,True
73,73_941,9080,9840,941,train,True
73,73_942,9840,10080,942,train,True
73,73_943,10080,10970,943,train,True
73,73_944,10970,11210,944,train,True
73,73_945,11210,11570,945,train,True
73,73_946,11570,12030,946,train,True
73,73_947,12030,12480,947,train,True
73,73_948,12480,13290,948,train,True
73,73_949,13290,13550,949,train,True
73,73_950,13550,13800,950,train,True
73,73_951,13800,14150,951,train,True
73,73_952,14150,14420,952,train,True
73,73_953,14420,16786,953,train,True
74,74_954,0,250,954,train,True
74,74_955,250,670,955,train,True
74,74_956,670,1290,956,train,True
74,74_957,1290,1760,957,train,True
74,74_958,1760,2230,958,train,True
74,74_959,2230,2660,959,train,True
74,74_960,2660,3200,960,train,True
74,74_961,3200,3450,961,train,True
74,74_962,3450,3690,962,train,True
74,74_963,3690,4230,963,train,True
74,74_964,4230,4610,964,train,True
74,74_965,4610,5390,965,train,True
74,74_966,5390,5760,966,train,True
74,74_967,5760,8500,967,train,True
74,74_968,8500,9010,968,train,True
74,74_969,9010,9330,969,train,True
74,74_970,9330,11020,970,train,True
74,74_971,11020,11780,971,train,True
74,74_972,11780,12430,972,train,True
74,74_973,12430,14280,973,train,True
74,74_974,14280,14670,974,train,True
74,74_975,14670,15150,975,train,True
74,74_976,15150,15440,976,train,True
74,74_977,15440,16250,977,train,True
74,74_978,16250,16570,978,train,True
74,74_979,16570,17320,979,train,True
74,74_980,17320,19540,980,train,True
74,74_981,19540,19890,981,train,True
74,74_982,19890,20270,982,train,True
74,74_983,20270,20580,983,train,True
74,74_984,20580,20940,984,train,True
74,74_985,20940,21350,985,train,True
74,74_986,21350,22440,986,train,True
74,74_987,22440,23761,987,train,True
75,75_988,0,350,988,val,False
75,75_989,350,830,989,val,False
75,75_990,830,1290,990,val,False
75,75_991,1290,1830,991,val,False
75,75_992,1830,2440,992,val,False
75,75_993,2440,2960,993,val,False
75,75_994,2960,3910,994,val,False
75,75_995,3910,5740,995,val,False
75,75_996,5740,8730,996,val,False
75,75_997,8730,9050,997,val,False
75,75_998,9050,9500,998,val,False
75,75_999,9500,11920,999,val,False
75,75_1000,11920,12190,1000,val,False
75,75_1001,12190,12560,1001,val,False
75,75_1002,12560,13472,1002,val,False
76,76_1003,0,410,1003,train,True
76,76_1004,410,950,1004,train,True
76,76_1005,950,1390,1005,train,True
76,76_1006,1390,1780,1006,train,True
76,76_1007,1780,3370,1007,train,True
76,76_1008,3370,3660,1008,train,True
76,76_1009,3660,4050,1009,train,True
76,76_1010,4050,6450,1010,train,True
76,76_1011,6450,7090,1011,train,True
76,76_1012,7090,7530,1012,train,True
76,76_1013,7530,8410,1013,train,True
76,76_1014,8410,10640,1014,train,True
76,76_1015,10640,11040,1015,train,True
76,76_1016,11040,11790,1016,train,True
76,76_1017,11790,12570,1017,train,True
76,76_1018,12570,14770,1018,train,True
76,76_1019,14770,15070,1019,train,True
76,76_1020,15070,15480,1020,train,True
76,76_1021,15480,16490,1021,train,True
76,76_1022,16490,16820,1022,train,True
76,76_1023,16820,19000,1023,train,True
76,76_1024,19000,20140,1024,train,True
76,76_1025,20140,20390,1025,train,True
76,76_1026,20390,21100,1026,train,True
76,76_1027,21100,22188,1027,train,True
78,78_1028,0,710,1028,train,True
78,78_1029,710,1590,1029,train,True
78,78_1030,1590,1910,1030,train,True
78,78_1031,1910,2380,1031,train,True
78,78_1032,2380,2950,1032,train,True
78,78_1033,2950,3910,1033,train,True
78,78_1034,3910,4610,1034,train,True
78,78_1035,4610,4940,1035,train,True
78,78_1036,4940,6810,1036,train,True
78,78_1037,6810,7230,1037,train,True
78,78_1038,7230,8445,1038,train,True
79,79_1039,0,350,1039,train,True
79,79_1040,350,670,1040,train,True
79,79_1041,670,1560,1041,train,True
79,79_1042,1560,1820,1042,train,True
79,79_1043,1820,2160,1043,train,True
79,79_1044,2160,2580,1044,train,True
79,79_1045,2580,2820,1045,train,True
79,79_1046,2820,3290,1046,train,True
79,79_1047,3290,4430,1047,train,True
79,79_1048,4430,6920,1048,train,True
79,79_1049,6920,7770,1049,train,True
79,79_1050,7770,8260,1050,train,True
79,79_1051,8260,8670,1051,train,True
79,79_1052,8670,9100,1052,train,True
79,79_1053,9100,11280,1053,train,True
79,79_1054,11280,12100,1054,train,True
79,79_1055,12100,12670,1055,train,True
79,79_1056,12670,12910,1056,train,True
79,79_1057,12910,13730,1057,train,True
79,79_1058,13730,13990,1058,train,True
79,79_1059,13990,15020,1059,train,True
79,79_1060,15020,16890,1060,train,True
79,79_1061,16890,17270,1061,train,True
79,79_1062,17270,17610,1062,train,True
79,79_1063,17610,19940,1063,train,True
79,79_1064,19940,21840,1064,train,True
79,79_1065,21840,22310,1065,train,True
79,79_1066,22310,22910,1066,train,True
79,79_1067,22910,24130,1067,train,True
79,79_1068,24130,24450,1068,train,True
79,79_1069,24450,26430,1069,train,True
79,79_1070,26430,26810,1070,train,True
79,79_1071,26810,27100,1071,train,True
79,79_1072,27100,27370,1072,train,True
79,79_1073,27370,27920,1073,train,True
79,79_1074,27920,28770,1074,train,True
79,79_1075,28770,31154,1075,train,True
80,80_1076,0,490,1076,train,True
80,80_1077,490,1380,1077,train,True
80,80_1078,1380,1700,1078,train,True
80,80_1079,1700,3660,1079,train,True
80,80_1080,3660,4330,1080,train,True
80,80_1081,4330,7420,1081,train,True
80,80_1082,7420,7660,1082,train,True
80,80_1083,7660,8560,1083,train,True
80,80_1084,8560,10300,1084,train,True
80,80_1085,10300,10660,1085,train,True
80,80_1086,10660,12150,1086,train,True
80,80_1087,12150,12400,1087,train,True
80,80_1088,12400,13600,1088,train,True
80,80_1089,13600,14530,1089,train,True
80,80_1090,14530,15200,1090,train,True
80,80_1091,15200,15440,1091,train,True
80,80_1092,15440,15700,1092,train,True
80,80_1093,15700,15940,1093,train,True
80,80_1094,15940,16380,1094,train,True
80,80_1095,16380,16720,1095,train,True
80,80_1096,16720,17000,1096,train,True
80,80_1097,17000,17570,1097,train,True
80,80_1098,17570,19170,1098,train,True
80,80_1099,19170,19430,1099,train,True
80,80_1100,19430,20340,1100,train,True
80,80_1101,20340,21160,1101,train,True
80,80_1102,21160,21540,1102,train,True
80,80_1103,21540,23824,1103,train,True
81,81_1104,0,700,1104,train,True
81,81_1105,700,1330,1105,train,True
81,81_1106,1330,1740,1106,train,True
81,81_1107,1740,2040,1107,train,True
81,81_1108,2040,2940,1108,train,True
81,81_1109,2940,4900,1109,train,True
81,81_1110,4900,5140,1110,train,True
81,81_1111,5140,5540,1111,train,True
81,81_1112,5540,5880,1112,train,True
81,81_1113,5880,6120,1113,train,True
81,81_1114,6120,6460,1114,train,True
81,81_1115,6460,6880,1115,train,True
81,81_1116,6880,7230,1116,train,True
81,81_1117,7230,17672,1117,train,True
